date,total_market_cap,active_asset_count,direct_observation_asset_count,carried_forward_asset_count,stale_asset_count,median_observation_age_days,max_observation_age_days,direct_observation_market_cap,carried_forward_market_cap,new_issuance,price_effect,removed_capital,other_adjustments,frequency,direct_coverage_pct,carried_forward_coverage_pct,prior_market_cap,net_external_flow,period_return,return_index,cumulative_invested_capital,cumulative_flow_adjusted_pl,drawdown,market_cap_weighted_index,equal_weighted_period_return,equal_weighted_index,calculated_at,calculation_version,reconciliation_difference,reconciles
2023-12-29,2388490.0,41,20,21,16,1.0,1519,801010.0,1587480.0,0.0,-96740.0,0.0,0.0,native,0.3353625093678433,0.6646374906321567,2485230.0,0.0,-0.03892597465828107,79.12911905318974,3137150.0,-748660.0,-0.26946452733213266,79.12911905318974,-0.02824086741347259,115.63755515349325,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2024-03-22,2395390.0,41,2,39,16,85.0,1603,56700.0,2338690.0,0.0,6900.000000000002,0.0,0.0,native,0.023670467022071564,0.9763295329779285,2388490.0,0.0,0.002888854464536239,79.35771156204136,3137150.0,-741760.0,-0.2673541166704141,79.35771156204136,0.006996475193510104,116.44661043956283,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2024-03-25,2414030.0,41,7,34,16,87.0,1606,389640.0,2024390.0,0.0,18640.0,0.0,0.0,native,0.16140644482462935,0.8385935551753706,2395390.0,0.0,0.007781613849936697,79.97524262943182,3137150.0,-723120.0,-0.2616529493175975,79.97524262943182,0.010283973743509625,117.644144323844,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2024-03-26,2424730.0,41,3,38,16,88.0,1607,64300.0,2360430.0,0.0,10700.000000000002,0.0,0.0,native,0.02651841648348476,0.9734815835165153,2414030.0,0.0,0.004432422132285119,80.32972666489738,3137150.0,-712420.0,-0.25838028350884545,80.32972666489738,0.02622060679251596,120.72884517360151,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2024-03-27,2434380.0,41,1,40,16,89.0,1608,59000.0,2375380.0,0.0,9649.999999999998,0.0,0.0,native,0.02423615047773971,0.9757638495222603,2424730.0,0.0,0.003979824557785783,80.64942488379856,3137150.0,-702770.0,-0.25542876714861573,80.64942488379856,0.004769318209899424,121.30463945334809,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2024-03-28,2542480.0,41,12,29,16,3.0,1609,594740.0,1947740.0,0.0,108100.0,0.0,0.0,native,0.23392121078631886,0.7660787892136811,2434380.0,0.0,0.04440555706175697,84.23070752247396,3137150.0,-594670.0,-0.2223656667816909,84.23070752247396,0.039860547880364056,126.13990884238855,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2024-06-21,2539480.0,41,1,40,16,88.0,1694,23000.0,2516480.0,0.0,-3000.0,0.0,0.0,native,0.00905697229354041,0.9909430277064596,2542480.0,0.0,-0.0011799502847613663,84.13131947514717,3137150.0,-597670.0,-0.22328323663461203,84.13131947514717,-0.0028142589118198883,125.78491847979272,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2024-06-24,2535830.0,41,6,35,16,91.0,1697,335300.0,2200530.0,0.0,-3649.9999999999854,0.0,0.0,native,0.13222495198810646,0.8677750480118935,2539480.0,0.0,-0.0014373021248444973,84.01039735089955,3137150.0,-601320.0,-0.2243996132889996,84.01039735089955,0.004350192155088478,126.33210704539198,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2024-06-25,2531030.0,41,2,39,16,92.0,1698,64900.0,2466130.0,0.0,-4800.000000000002,0.0,0.0,native,0.025641734787813657,0.9743582652121864,2535830.0,0.0,-0.0018928713675601117,83.85137647517669,3137150.0,-606120.0,-0.22586772505367336,83.85137647517669,-0.005874951606658924,125.58991203013304,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2024-06-26,2516030.0,41,6,35,16,93.0,1699,193890.0,2322140.0,0.0,-15000.000000000004,0.0,0.0,native,0.07706187923037483,0.9229381207696251,2531030.0,0.0,-0.005926441014132533,83.35443623854273,3137150.0,-621120.0,-0.230455574318279,83.35443623854273,-0.010101512547590397,124.32126395790988,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2024-06-27,2475410.0,41,5,36,16,91.0,1700,225380.0,2250030.0,0.0,-40620.0,0.0,0.0,native,0.09104754363923552,0.9089524563607645,2516030.0,0.0,-0.01614448158408288,82.00872207773796,3137150.0,-661740.0,-0.2428794701268313,82.00872207773796,-0.018346965448516342,122.04034602355821,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2024-06-28,2465550.0,41,5,36,16,4.0,1701,244980.0,2220570.0,0.0,-9860.000000000005,0.0,0.0,native,0.09936119729877715,0.9006388027012229,2475410.0,0.0,-0.003983178544160415,81.6820666955239,3137150.0,-671600.0,-0.24589521637676548,81.6820666955239,-0.0001484795692112765,122.02222552555423,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2024-09-23,2467550.0,41,1,40,16,91.0,1788,56000.0,2411550.0,0.0,2000.0,0.0,0.0,native,0.02269457559117343,0.9773054244088266,2465550.0,0.0,0.0008111780332988872,81.74832539374177,3137150.0,-669600.0,-0.24528350314148462,81.74832539374177,0.0009033423667569995,122.13245337155745,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2024-09-24,2468950.0,41,2,39,16,92.0,1789,133900.0,2335050.0,0.0,1399.9999999999986,0.0,0.0,native,0.05423358107697604,0.9457664189230239,2467550.0,0.0,0.0005673643897794456,81.79470648249428,3137150.0,-668200.0,-0.244855303876788,81.79470648249428,0.0020637898686679157,122.38450909146124,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2024-09-25,2472450.0,41,5,36,16,93.0,1790,241100.0,2231350.0,0.0,3500.0000000000055,0.0,0.0,native,0.09751461101336731,0.9024853889866327,2468950.0,0.0,0.0014176066749023164,81.91065920437553,3137150.0,-664700.0,-0.24378480571504668,81.91065920437553,0.0017453546416961094,122.59811346247571,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2024-09-26,2474970.0,41,6,35,16,92.0,1791,339600.0,2135370.0,0.0,2520.0,0.0,0.0,native,0.137213784409508,0.862786215590492,2472450.0,0.0,0.0010192319359338953,81.99414516413003,3137150.0,-662180.0,-0.24301404703859308,81.99414516413003,-0.0064530200974835025,121.8069853723888,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2024-09-27,2501010.0,41,8,33,16,3.0,1792,223430.0,2277580.0,0.0,26039.999999999996,0.0,0.0,native,0.0893359082930496,0.9106640917069504,2474970.0,0.0,0.010521339652601824,82.85683341492658,3137150.0,-636140.0,-0.23504954071523765,82.85683341492658,0.023384001249839824,124.65532007057595,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2024-09-30,2507330.0,41,3,38,16,5.0,1795,135200.0,2372130.0,0.0,6320.000000000003,0.0,0.0,native,0.05392190098630814,0.9460780990136919,2501010.0,0.0,0.002526979100443416,83.06621090129502,3137150.0,-629820.0,-0.23311652689175044,83.06621090129502,0.006605691056910573,125.47875460356248,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2024-12-01,16257330.0,42,0,41,16,67.0,1857,0.0,2507330.0,13750000.0,0.0,0.0,0.0,native,0.0,0.15422766222989875,2507330.0,13750000.0,0.0,83.06621090129502,16887150.0,-629820.0,-0.23311652689175044,83.06621090129502,0.0,125.47875460356248,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2024-12-24,16259730.0,42,2,40,16,90.0,1880,52800.0,16206930.0,0.0,2400.0000000000023,0.0,0.0,native,0.0032472863940545137,0.9967527136059455,16257330.0,0.0,0.0001476257171380002,83.07847361024926,16887150.0,-627420.0,-0.23300331516907158,83.07847361024926,0.0019132653061224528,125.71882875140092,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2024-12-26,16275030.0,42,4,38,16,92.0,1882,179900.0,16095130.0,0.0,15299.999999999996,0.0,0.0,native,0.011053743065296962,0.9889462569347031,16259730.0,0.0,0.0009409750346407453,83.15664837983256,16887150.0,-612120.0,-0.23228159043699348,83.15664837983256,0.012504219680237717,127.29084460405062,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2024-12-27,16271730.0,42,5,37,16,92.0,1883,291200.0,15980530.0,0.0,-3300.0000000000045,0.0,0.0,native,0.017896068826117443,0.9821039311738825,16275030.0,0.0,-0.00020276460319890166,83.13978715502047,16887150.0,-615420.0,-0.23243725655567704,83.13978715502047,-0.0018258805382865523,127.05842672818603,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2024-12-30,16310680.0,42,8,34,16,92.5,1886,433850.0,15876830.0,0.0,38950.0,0.0,0.0,native,0.026599136271449136,0.9734008637285508,16271730.0,0.0,0.002393722118053887,83.33880070242373,16887150.0,-576470.0,-0.23059992463970036,83.33880070242373,0.007789531546874163,128.04815235148143,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2024-12-31,16305240.0,42,6,36,16,5.0,1887,219390.0,16085850.0,0.0,-5440.000000000002,0.0,0.0,native,0.013455183732346165,0.9865448162676538,16310680.0,0.0,-0.00033352380158280237,83.31100522879412,16887150.0,-581910.0,-0.2308565378777725,83.31100522879412,0.002592305854190574,128.3800923264405,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2025-03-24,16305240.0,42,1,41,16,88.0,1970,21800.0,16283440.0,0.0,0.0,0.0,0.0,native,0.0013369935063819974,0.998663006493618,16305240.0,0.0,0.0,83.31100522879412,16887150.0,-581910.0,-0.2308565378777725,83.31100522879412,0.0,128.3800923264405,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2025-03-25,16303590.0,42,1,41,16,89.0,1971,82500.0,16221090.0,0.0,-1649.999999999994,0.0,0.0,native,0.005060235199732084,0.9949397648002679,16305240.0,0.0,-0.00010119446263900933,83.30257461638807,16887150.0,-583560.0,-0.23093437093711422,83.30257461638807,-0.00046685340802987696,128.32015764281468,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2025-03-26,16306690.0,42,5,37,16,89.5,1972,148050.0,16158640.0,0.0,3100.0,0.0,0.0,native,0.009079095757630764,0.9909209042423692,16303590.0,0.0,0.0001901421711414386,83.31841394878731,16887150.0,-580460.0,-0.23078813912865392,83.31841394878731,0.0008279734658090875,128.42640332847134,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2025-03-27,16319090.0,42,2,40,16,90.5,1973,104500.0,16214590.0,0.0,12400.000000000005,0.0,0.0,native,0.006403543334830558,0.9935964566651695,16306690.0,0.0,0.0007604240958771769,83.38177127838424,16887150.0,-568060.0,-0.23020321189481285,83.38177127838424,0.004478167707543971,129.00151830065295,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2025-03-28,16324440.0,42,8,34,16,91.0,1974,475850.0,15848590.0,0.0,5350.0,0.0,0.0,native,0.029149545099249958,0.9708504549007501,16319090.0,0.0,0.00032783690757276496,83.40910690042807,16887150.0,-562710.0,-0.22995084409634103,83.40910690042807,-0.0022169686764566994,128.71552597536504,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2025-03-31,16287610.0,42,8,34,16,5.0,1977,326810.0,15960800.0,0.0,-36830.00000000001,0.0,0.0,native,0.02006494507174472,0.9799350549282553,16324440.0,0.0,-0.0022561263969851364,83.22092541260106,16887150.0,-599540.0,-0.23168817232395145,83.22092541260106,-0.014955221946665733,126.79055671642163,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2025-06-24,16284010.0,42,2,40,17,90.0,2062,116350.0,16167660.0,0.0,-3599.9999999999945,0.0,0.0,native,0.007145045968407045,0.992854954031593,16287610.0,0.0,-0.00022102690327185925,83.20253134916969,16887150.0,-603140.0,-0.2318579899079699,83.20253134916969,-0.0009523809523809505,126.66980380526314,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2025-06-25,16280510.0,42,4,38,17,90.5,2063,127100.0,16153410.0,0.0,-3500.000000000002,0.0,0.0,native,0.007806880742679437,0.9921931192573206,16284010.0,0.0,-0.00021493477343725864,83.18464823194476,16887150.0,-606640.0,-0.23202309033687651,83.18464823194476,0.0025360327729623054,126.99104257905798,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2025-06-26,16283630.0,42,1,41,17,91.5,2064,66300.0,16217330.0,0.0,3120.0000000000027,0.0,0.0,native,0.004071573721584192,0.9959284262784158,16280510.0,0.0,0.0001916401881758567,83.20058975358528,16887150.0,-603520.0,-0.23187591509739391,83.20058975358528,0.0011757789535567313,127.14035597421265,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2025-06-27,16287575.0,42,10,32,17,91.0,2065,445825.0,15841750.0,0.0,3944.999999999991,0.0,0.0,native,0.027372091916691096,0.9726279080833089,16283630.0,0.0,0.0002422678481395213,83.22074658142881,16887150.0,-599575.0,-0.2316898233282405,83.22074658142881,0.004477888581482181,127.70967632247516,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2025-06-30,16244175.0,42,8,34,17,5.0,2068,360500.0,15883675.0,0.0,-43400.00000000002,0.0,0.0,native,0.022192570567603463,0.9778074294323965,16287575.0,0.0,-0.0026646078375693882,82.99899592783957,16887150.0,-642975.0,-0.2337370686466843,82.99899592783957,0.0008564282953829975,127.81905050287192,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2025-09-01,28744175.0,43,0,42,17,68.0,2131,0.0,16244175.0,12500000.0,0.0,0.0,0.0,native,0.0,0.5651292827155415,16244175.0,12500000.0,0.0,82.99899592783957,29387150.0,-642975.0,-0.2337370686466843,82.99899592783957,0.0,127.81905050287192,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2025-09-24,28743275.0,43,1,42,17,91.0,2154,54000.0,28689275.0,0.0,-899.9999999999986,0.0,0.0,native,0.0018787003220753376,0.9981212996779246,28744175.0,0.0,-3.1310691644526045e-05,82.99639717187127,29387150.0,-643875.0,-0.23376106086904658,82.99639717187127,-0.0003812428516965311,127.77032040355706,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2025-09-25,28737185.0,43,3,40,17,92.0,2155,96950.0,28640235.0,0.0,-6089.9999999999945,0.0,0.0,native,0.0033736776932048146,0.9966263223067952,28743275.0,0.0,-0.00021187564743407883,82.9788122564858,29387150.0,-649965.0,-0.23392340824036395,82.9788122564858,-0.003439878418350852,127.33080603589511,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2025-09-26,28729885.0,43,7,36,17,91.0,2156,372950.0,28356935.0,0.0,-7299.999999999991,0.0,0.0,native,0.012981256277217957,0.9870187437227821,28737185.0,0.0,-0.00025402627292825386,82.95773345807626,29387150.0,-657265.0,-0.2341180118217463,82.95773345807626,-0.0003242899336837294,127.28951393724984,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2025-09-29,28755005.0,43,9,34,17,94.0,2159,436850.0,28318155.0,0.0,25120.0,0.0,0.0,native,0.015192137855653303,0.9848078621443467,28729885.0,0.0,0.000874350871923113,83.03026762465811,29387150.0,-632145.0,-0.23344836223759236,83.03026762465811,0.018869444282177104,129.69139632819417,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2025-09-30,28766590.0,43,4,39,17,5.0,2160,144140.0,28622450.0,0.0,11585.00000000001,0.0,0.0,native,0.0050106738407298184,0.9949893261592702,28755005.0,0.0,0.000402886384474721,83.06371938898337,29387150.0,-620560.0,-0.2331395290197411,83.06371938898337,0.00902292462806891,130.86159202217246,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2025-10-01,28762990.0,43,1,42,17,6.0,2161,30000.0,28732990.0,0.0,-3600.0000000000014,0.0,0.0,native,0.0010430070030966877,0.9989569929969033,28766590.0,0.0,-0.00012514517709605322,83.05332436511019,29387150.0,-624160.0,-0.23323549790918985,83.05332436511019,-0.00249169435215947,130.53552493241622,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2025-12-26,28757840.0,43,3,40,17,91.0,2247,85750.0,28672090.0,0.0,-5149.999999999995,0.0,0.0,native,0.002981795572963755,0.9970182044270363,28762990.0,0.0,-0.00017904953553160574,83.03845370595825,29387150.0,-629310.0,-0.23337278673715145,83.03845370595825,-0.00355785592739648,130.07109834129963,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2025-12-29,28740930.0,43,4,39,17,94.0,2250,239080.0,28501850.0,0.0,-16910.0,0.0,0.0,native,0.008318450377214655,0.9916815496227853,28757840.0,0.0,-0.0005880135643010487,82.98962596882056,29387150.0,-646220.0,-0.23382357393731223,82.98962596882056,-0.006471147080588617,129.22938913299936,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2025-12-30,28745190.0,43,9,34,17,95.0,2251,301460.0,28443730.0,0.0,4260.000000000002,0.0,0.0,native,0.01048731979158948,0.9895126802084105,28740930.0,0.0,0.00014822067344377743,83.0019267470705,29387150.0,-641960.0,-0.23371001075146458,83.0019267470705,-0.0022385799646111406,128.9400988116473,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2025-12-31,28753270.0,43,9,34,18,2.0,2252,498880.0,28254390.0,0.0,8079.999999999999,0.0,0.0,native,0.017350374409588892,0.9826496255904111,28745190.0,0.0,0.0002810905059247304,83.02525780065257,29387150.0,-633880.0,-0.2334946139107016,83.02525780065257,0.005136966671644572,129.60245980188128,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2026-03-24,28755570.0,43,1,42,18,85.0,2335,35000.0,28720570.0,0.0,2299.9999999999973,0.0,0.0,native,0.0012171554937008726,0.9987828445062992,28753270.0,0.0,7.999090190446978e-05,83.0318990659049,29387150.0,-631580.0,-0.2334333004535536,83.0318990659049,0.0016357300334257847,129.8144544377851,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2026-03-25,28755370.0,43,2,41,18,86.0,2336,94050.0,28661320.0,0.0,-200.00000000000284,0.0,0.0,native,0.0032706934391732744,0.9967293065608267,28755570.0,0.0,-6.955174249756446e-06,83.0313215645786,29387150.0,-631780.0,-0.233438632058523,83.0313215645786,-0.00011074197120708967,129.8000785292095,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2026-03-26,28761070.0,43,2,41,18,87.0,2337,48000.0,28713070.0,0.0,5700.000000000003,0.0,0.0,native,0.0016689226096247463,0.9983310773903753,28755370.0,0.0,0.00019822384479839528,83.04778035237781,29387150.0,-626080.0,-0.2332866813168959,83.04778035237781,0.006439094603748025,130.63587351443297,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2026-03-27,28759720.0,43,9,34,18,87.0,2338,417930.0,28341790.0,0.0,-1349.999999999999,0.0,0.0,native,0.01453178264600629,0.9854682173539937,28761070.0,0.0,-4.693844839565031e-05,83.04388221842538,29387150.0,-627430.0,-0.23332266965043902,83.04388221842538,0.008298158757901259,131.71991073233283,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2026-03-30,28746830.0,43,7,36,18,89.0,2341,398200.0,28348630.0,0.0,-12890.000000000007,0.0,0.0,native,0.013851962111996349,0.9861480378880036,28759720.0,0.0,-0.0004481962967650688,83.00666225794609,29387150.0,-640320.0,-0.2336662915907154,83.00666225794609,-0.006545976085119428,130.85767534674494,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2026-03-31,28746730.0,43,4,39,18,5.0,2342,125450.0,28621280.0,0.0,-99.99999999999955,0.0,0.0,native,0.004363974615547577,0.9956360253844524,28746830.0,0.0,-3.4786444279566453e-06,83.00637350728294,29387150.0,-640420.0,-0.23366895739320015,83.00637350728294,-0.00031696008114177985,130.816198687349,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2026-06-24,28803330.0,43,5,38,15,89.0,2427,581350.0,28221980.0,0.0,56600.000000000015,0.0,0.0,native,0.020183430179774354,0.9798165698202257,28746730.0,0.0,0.0019689195953764838,83.16980638262257,29387150.0,-583820.0,-0.23216011318686636,83.16980638262257,0.008931234004673421,131.98454876942756,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2026-06-25,28802550.0,43,4,39,15,90.0,2428,340180.0,28462370.0,0.0,-779.9999999999918,0.0,0.0,native,0.011810759811197273,0.9881892401888027,28803330.0,0.0,-2.708020218500362e-05,83.16755412745003,29387150.0,-584600.0,-0.232180906446247,83.16755412745003,-0.0031247073573087607,131.57213567883664,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2026-06-26,28788030.0,43,9,34,15,91.0,2429,550000.0,28238030.0,0.0,-14520.000000000015,0.0,0.0,native,0.019105162805513262,0.9808948371944868,28802550.0,0.0,-0.0005041220308618088,83.1256275311615,29387150.0,-599120.0,-0.2325679809670238,83.1256275311615,-0.011863628826217996,130.01121269727014,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2026-06-27,28787750.0,43,1,42,15,92.0,2430,169120.0,28618630.0,0.0,-279.99999999999403,0.0,0.0,native,0.005874721018488767,0.9941252789815113,28788030.0,0.0,-9.726264700971043e-06,83.1248190293047,29387150.0,-599400.0,-0.23257544521398088,83.1248190293047,-3.843936190659119e-05,130.00621514921335,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2026-06-29,28776900.0,43,9,34,15,5.0,2432,269150.0,28507750.0,0.0,-10850.0,0.0,0.0,native,0.009352987986892264,0.9906470120131078,28787750.0,0.0,-0.00037689642295768433,83.09348958235356,29387150.0,-610250.0,-0.2328646847835696,83.09348958235356,-0.006081162226634769,129.2156262644202,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2026-06-30,28809180.0,43,7,36,15,4.0,2433,718200.0,28090980.0,0.0,32279.999999999985,0.0,0.0,native,0.024929553704756607,0.9750704462952434,28776900.0,0.0,0.0011217330567225847,83.18669829641652,29387150.0,-577970.0,-0.2320041637415119,83.18669829641652,0.0057154507913910295,129.95415181781325,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
2026-07-01,28809180.0,43,3,40,15,5.0,2434,455000.0,28354180.0,0.0,0.0,0.0,0.0,native,0.015793576908471534,0.9842064230915285,28809180.0,0.0,0.0,83.18669829641652,29387150.0,-577970.0,-0.2320041637415119,83.18669829641652,0.0,129.95415181781325,2026-07-17T23:15:52.362646+00:00,exchange_history_v2_exit_aware,0.0,True
